...1,...2,ENV_RNC_SUPERVISADO,ENV_FECHA_ENVIO,OPERACION,FECHA_TRANSACCION,DATE_LIQUIDACION,DATE_LIQUIDACION_REAL,RNC_EMISOR,ISIN,SERIE,CODIGO_SIV,EMISION,VENCIMIENTO,MONEDA,MERCADO,NEGOCIACION,TIPO_OPERACION,SUB_OPERACION,TASA_INT_EMISION,UNIDAD_VALOR,VALOR_NOMINAL,CANT_VALOR_NOMINAL,PRECIO_LIMPIO,PRECIO_SUCIO,IMPORTE_BRUTO_LIQ,VALOR_TRANSADO,DEP_VENDEDOR,DEP_COMPRADOR,PARTE_OPERATION,ESTADO_OPERACION,EMISOR
1847,1847,130034788,15-05-2018,539876,14-05-2018,15-05-2018,15-05-2018,401007322,USP3579EAS65,BSRD2024,SIVEMGC-149,18-04-2013,18-04-2024,USD,SECUNDARIO,EXTRABURSATIL,OTC,CONTADO RF,5.875,1,1000,1000,103.82,1042.6,1042.6,1042.6,PARVA,PARVA,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
1848,1848,130034788,15-05-2018,539900,14-05-2018,15-05-2018,15-05-2018,401007551,DO1002235823,CI130718,SIVEMBC-065,13-07-2011,13-07-2018,DOP,SECUNDARIO,EXTRABURSATIL,OTC,CONTADO RF,15.5,800,10000,8000000,101.35,10652.74,8522194.96,8522194.96,BHDVAL,BHDVAL,CONTADO,LIQUIDADA CONTADO,BANCO CENTRAL DE LA REPUBLICA DOMINICANA
1849,1849,130034788,15-05-2018,539901,14-05-2018,15-05-2018,15-05-2018,101028289,DO2009101919,BC2MC05,SIVEM096,6/9/2016,6/9/2020,DOP,SECUNDARIO,EXTRABURSATIL,OTC,CONTADO RF,9.75,4150000,1,4150000,100,1,4159977.05,4159977.05,BHDVAL,BHDVAL,CONTADO,LIQUIDADA CONTADO,"MOTOR CREDITO, S.A. BANCO DE AHORRO Y CREDITO"
1850,1850,130034788,15-05-2018,539906,14-05-2018,15-05-2018,15-05-2018,401007551,DO1002232523,CI180518,SIVEMBC-058,18-05-2011,18-05-2018,DOP,SECUNDARIO,EXTRABURSATIL,OTC,CONTADO RF,15.5,95,10000,950000,100.06,10761.63,1022355.05,1022355.05,BHDVAL,BHDVAL,CONTADO,LIQUIDADA CONTADO,BANCO CENTRAL DE LA REPUBLICA DOMINICANA
1851,1851,130034788,15-05-2018,539913,14-05-2018,15-05-2018,15-05-2018,101090091,DO2015000311,BC1BCO03,SIVEM112,6/2/2018,6/2/2021,DOP,SECUNDARIO,EXTRABURSATIL,OTC,CONTADO RF,9,150000,1,150000,100,1,150332.88,150332.88,BHDVAL,BHDVAL,CONTADO,LIQUIDADA CONTADO,"BANCO DE AHORRO Y CREDITO CONFISA, S. A."
1852,1852,130034788,15-05-2018,540087,14-05-2018,15-05-2018,15-05-2018,401007322,DO1005244525,CDEEE23,SIVEMGC-101,31-07-2012,31-07-2023,USD,SECUNDARIO,EXTRABURSATIL,OTC,CONTADO RF,7,600,1000,600000,114.24,1162.37,697420.44,697420.44,UNICA,UNICA,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
1853,1853,130034788,15-05-2018,540088,14-05-2018,15-05-2018,15-05-2018,101567147,DO2006802527,BC4PAR07,SIVEM090,10/3/2016,10/3/2019,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,9.9,17197,1,17197,99.97,1.02,17499.02,17499.02,UNICA,UNICA,CONTADO,LIQUIDADA CONTADO,"PARALLAX VALORES PUESTO DE BOLSA, S.A."
1854,1854,130034788,29-05-2018,549250,29-05-2018,29-05-2018,29-05-2018,401007322,DO1005205112,MH22026,SIVEMGC224,14-01-2016,14-01-2026,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,10.875,27,100000,2700000,107.09,111111.11,3000000,3000000,ALPHA,ALPHA,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
1855,1855,130034788,29-05-2018,549252,29-05-2018,29-05-2018,29-05-2018,401007322,DO1005205112,MH22026,SIVEMGC224,14-01-2016,14-01-2026,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,10.875,8,100000,800000,103.27,107290.91,858327.29,858327.29,ALPHA,ALPHA,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
1856,1856,130034788,29-05-2018,549254,29-05-2018,29-05-2018,29-05-2018,401007322,DO1005205112,MH22026,SIVEMGC224,14-01-2016,14-01-2026,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,10.875,60,100000,6000000,108.14,112166.82,6730009.26,6730009.26,ALPHA,ALPHA,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
1857,1857,130034788,29-05-2018,549256,29-05-2018,29-05-2018,29-05-2018,401007322,DO1005205617,MH12027,SIVEMGC224,5/8/2016,5/2/2027,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,11.25,39,100000,3900000,108.59,112074.68,4370912.39,4370912.39,ALPHA,ALPHA,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
1858,1858,130034788,29-05-2018,549257,29-05-2018,29-05-2018,29-05-2018,401007322,DO1005205310,MH32026,SIVEMGC224,6/5/2016,6/11/2026,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,11,2,100000,200000,102.53,103221.15,206442.3,206442.3,ALPHA,ALPHA,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
1859,1859,130034788,29-05-2018,549258,29-05-2018,29-05-2018,29-05-2018,401007322,DO1005204214,MH12024,SIVEMGC185,10/5/2014,10/5/2024,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,11.5,47,100000,4700000,115.94,116543.59,5477548.71,5477548.71,ALPHA,ALPHA,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
1860,1860,130034788,29-05-2018,549261,29-05-2018,29-05-2018,29-05-2018,401007551,DO1002213325,CI070122,SIVEMBC194,7/1/2015,7/1/2022,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 1 RF,12,176,10000,1760000,108.97,11363.64,2000000,2000000,IPSA,IPSA,CONTADO,LIQUIDADA CONTADO,BANCO CENTRAL DE LA REPUBLICA DOMINICANA
1861,1861,130034788,28-05-2018,541561,16-05-2018,28-05-2018,28-05-2018,401007551,DO1002216112,CI030223,SIVEMBC226,3/2/2016,3/2/2023,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,11,5,10000,50000,106.42,106.33,54896.91,54896.91,UNICA,UNICA,PLAZO,LIQUIDADA PLAZO,BANCO CENTRAL DE LA REPUBLICA DOMINICANA
1862,1862,130034788,28-05-2018,546499,25-05-2018,28-05-2018,28-05-2018,401007322,DO1005204412,MH12029,SIVEMGC186,6/7/2014,6/7/2029,DOP,SECUNDARIO,EXTRABURSATIL,OTC,CONTADO RF,11.375,8,100000,800000,120.57,125000,1000000,1000000,TIVALSA,TIVALSA,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
1863,1863,130034788,28-05-2018,546500,25-05-2018,28-05-2018,28-05-2018,401007322,DO1005206011,MH12032,SIVEMGC243,5/3/2017,5/3/2032,DOP,SECUNDARIO,EXTRABURSATIL,OTC,CONTADO RF,12,16,100000,1600000,129.6,132359.15,2117746.44,2117746.44,TIVALSA,TIVALSA,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
1864,1864,130034788,28-05-2018,546501,25-05-2018,28-05-2018,28-05-2018,401007322,DO1005206011,MH12032,SIVEMGC243,5/3/2017,5/3/2032,DOP,SECUNDARIO,EXTRABURSATIL,OTC,CONTADO RF,12,15,100000,1500000,137.24,140000,2100000,2100000,TIVALSA,TIVALSA,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
1865,1865,130034788,28-05-2018,546502,25-05-2018,28-05-2018,28-05-2018,401007322,DO1005206011,MH12032,SIVEMGC243,5/3/2017,5/3/2032,DOP,SECUNDARIO,EXTRABURSATIL,OTC,CONTADO RF,12,9,100000,900000,142.97,145729.8,1311568.22,1311568.22,TIVALSA,TIVALSA,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
1866,1866,130034788,28-05-2018,546503,25-05-2018,28-05-2018,28-05-2018,401007322,DO1005206011,MH12032,SIVEMGC243,5/3/2017,5/3/2032,DOP,SECUNDARIO,EXTRABURSATIL,OTC,CONTADO RF,12,9,100000,900000,141.68,144444.44,1300000,1300000,TIVALSA,TIVALSA,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
1867,1867,130034788,28-05-2018,546504,25-05-2018,28-05-2018,28-05-2018,401007322,DO1005205617,MH12027,SIVEMGC224,5/8/2016,5/2/2027,DOP,SECUNDARIO,EXTRABURSATIL,OTC,CONTADO RF,11.25,9,100000,900000,119.86,123309.83,1109788.49,1109788.49,TIVALSA,TIVALSA,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
1868,1868,130034788,28-05-2018,531976,27-04-2018,28-05-2018,28-05-2018,401007322,DO1005204115,MH22019,SIVEMGC185,10/5/2014,10/5/2019,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,10.4,20,100000,2000000,95.21,99.91,2008476.16,2008476.16,INRES,INRES,PLAZO,LIQUIDADA PLAZO,MINISTERIO DE HACIENDA
1869,1869,130034788,28-05-2018,531980,27-04-2018,28-05-2018,28-05-2018,401007322,DO1005241125,MH12022,SIVEMGC-085,4/2/2012,4/2/2022,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,16.95,9,100000,900000,107.3,106.59,1006573.7,1006573.7,INRES,INRES,PLAZO,LIQUIDADA PLAZO,MINISTERIO DE HACIENDA
1870,1870,130034788,28-05-2018,531982,27-04-2018,28-05-2018,28-05-2018,401007322,DO1005241125,MH12022,SIVEMGC-085,4/2/2012,4/2/2022,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,16.95,6,100000,600000,96.19,95.41,603944.22,603944.22,INRES,INRES,PLAZO,LIQUIDADA PLAZO,MINISTERIO DE HACIENDA
1871,1871,130034788,28-05-2018,531984,27-04-2018,28-05-2018,28-05-2018,401007322,DO1005234526,MH12018,SIVEMGC-061,8/6/2011,8/6/2018,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,14,95,100000,9500000,99.89,99.29,10055969.86,10055969.86,INRES,INRES,PLAZO,LIQUIDADA PLAZO,MINISTERIO DE HACIENDA
1872,1872,130034788,28-05-2018,531988,27-04-2018,28-05-2018,28-05-2018,401007322,DO1005241125,MH12022,SIVEMGC-085,4/2/2012,4/2/2022,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,16.95,29,100000,2900000,99.64,98.86,3019084.11,3019084.11,INRES,INRES,PLAZO,LIQUIDADA PLAZO,MINISTERIO DE HACIENDA
1873,1873,130034788,14-01-2019,593971,13-07-2018,14-01-2019,14-01-2019,401007322,DO1005204719,MH22022,SIVEMGC200,4/3/2015,4/3/2022,DOP,SECUNDARIO,EXTRABURSATIL,OTC,VENTA FOWARD RF,10.375,6,100000,600000,105.05,108802.52,652815.12,652815.12,INRES,INRES,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
1874,1874,130034788,15-05-2018,497036,14-02-2018,15-05-2018,15-05-2018,401007551,DO1002216427,CI230623,SIVEMBC231,23-06-2016,23-06-2023,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,11,36,10000,360000,11111.11,11302.89,406904.11,406904.11,JMMB,JMMB,PLAZO,LIQUIDADA PLAZO,BANCO CENTRAL DE LA REPUBLICA DOMINICANA
1875,1875,130034788,15-05-2018,497041,14-02-2018,15-05-2018,15-05-2018,401007551,DO1002216427,CI230623,SIVEMBC231,23-06-2016,23-06-2023,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,11,6,10000,60000,11666.67,11839.27,71035.62,71035.62,JMMB,JMMB,PLAZO,LIQUIDADA PLAZO,BANCO CENTRAL DE LA REPUBLICA DOMINICANA
1876,1876,130034788,15-05-2018,497050,14-02-2018,15-05-2018,15-05-2018,401007322,DO1005205112,MH22026,SIVEMGC224,14-01-2016,14-01-2026,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,10.875,2,100000,200000,100.35,99.51,206240.25,206240.25,ALPHA,ALPHA,PLAZO,LIQUIDADA PLAZO,MINISTERIO DE HACIENDA
1877,1877,130034788,15-05-2018,497052,14-02-2018,15-05-2018,15-05-2018,401007322,DO1005205112,MH22026,SIVEMGC224,14-01-2016,14-01-2026,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,10.875,2,100000,200000,101.52,100.71,208622.33,208622.33,ALPHA,ALPHA,PLAZO,LIQUIDADA PLAZO,MINISTERIO DE HACIENDA
1878,1878,130034788,15-05-2018,497117,14-02-2018,15-05-2018,15-05-2018,401007551,DO1002216427,CI230623,SIVEMBC231,23-06-2016,23-06-2023,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,11,28,10000,280000,11089.28,11295.72,316280.24,316280.24,JMMB,JMMB,PLAZO,LIQUIDADA PLAZO,BANCO CENTRAL DE LA REPUBLICA DOMINICANA
1879,1879,130034788,15-05-2018,503821,1/3/2018,15-05-2018,15-05-2018,101567147,DO2006803327,BC5PAR06,SIVEM102,22-05-2017,22-05-2021,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,10.15,97252,1,97252,99.96,99.38,101351.41,101351.41,UNICA,UNICA,PLAZO,LIQUIDADA PLAZO,"PARALLAX VALORES PUESTO DE BOLSA, S.A."
1880,1880,130034788,15-05-2018,508703,13-03-2018,15-05-2018,15-05-2018,401007322,DO1005204719,MH22022,SIVEMGC200,4/3/2015,4/3/2022,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,10.375,364,100000,36400000,106.94,108518.98,39500907.02,39500907.02,AMOCANA,PARVA,PLAZO,LIQUIDADA PLAZO,MINISTERIO DE HACIENDA
1881,1881,130034788,15-05-2018,508846,13-03-2018,15-05-2018,15-05-2018,401007551,DO1002235823,CI130718,SIVEMBC-065,13-07-2011,13-07-2018,DOP,SECUNDARIO,EXTRABURSATIL,OTC,VENTA FOWARD RF,15.5,20,10000,200000,101.22,10640.06,212801.23,212801.23,PARVA,PARVA,CONTADO,LIQUIDADA CONTADO,BANCO CENTRAL DE LA REPUBLICA DOMINICANA
1882,1882,130034788,15-05-2018,509469,14-03-2018,15-05-2018,15-05-2018,401007322,DO1005205112,MH22026,SIVEMGC224,14-01-2016,14-01-2026,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,10.875,226,100000,22600000,107.31,106.48,24879893.97,24879893.97,ALPHA,ALPHA,PLAZO,LIQUIDADA PLAZO,MINISTERIO DE HACIENDA
1883,1883,130034788,29-05-2018,549222,29-05-2018,29-05-2018,29-05-2018,401007551,DO1002243926,CI050719,SIVEMBC-098,5/7/2012,5/7/2019,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,15,165,10000,1650000,109.54,11545.66,1905034.05,1905034.05,PRIMMA,PRIMMA,CONTADO,LIQUIDADA CONTADO,BANCO CENTRAL DE LA REPUBLICA DOMINICANA
1884,1884,130034788,29-05-2018,549223,29-05-2018,29-05-2018,29-05-2018,401007551,DO1002237027,CI051018,SIVEMBC-074,5/10/2011,5/10/2018,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,15.5,285,10000,2850000,102.97,10526.32,3000000,3000000,PRIMMA,PRIMMA,CONTADO,LIQUIDADA CONTADO,BANCO CENTRAL DE LA REPUBLICA DOMINICANA
1885,1885,130034788,15-05-2018,510513,16-03-2018,15-05-2018,15-05-2018,401007551,DO1002237027,CI051018,SIVEMBC-074,5/10/2011,5/10/2018,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,15.5,18,10000,180000,101.89,100.62,184174.45,184174.45,ALPHA,ALPHA,PLAZO,LIQUIDADA PLAZO,BANCO CENTRAL DE LA REPUBLICA DOMINICANA
1886,1886,130034788,29-05-2018,547743,28-05-2018,29-05-2018,29-05-2018,401007322,DO1005206011,MH12032,SIVEMGC243,5/3/2017,5/3/2032,DOP,SECUNDARIO,EXTRABURSATIL,OTC,CONTADO RF,12,126,100000,12600000,121.54,124338.48,15666648.48,15666648.48,TIVALSA,TIVALSA,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
1887,1887,130034788,29-05-2018,547744,28-05-2018,29-05-2018,29-05-2018,401007551,DO1002218324,LE040119,SIVEMBC255,4/1/2018,4/1/2019,DOP,SECUNDARIO,EXTRABURSATIL,OTC,CONTADO RF,0,103,10000,1030000,97.09,9708.74,1000000,1000000,TIVALSA,TIVALSA,CONTADO,LIQUIDADA CONTADO,BANCO CENTRAL DE LA REPUBLICA DOMINICANA
1888,1888,130034788,29-05-2018,549413,29-05-2018,29-05-2018,29-05-2018,401007322,DO1005204115,MH22019,SIVEMGC185,10/5/2014,10/5/2019,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,10.4,19,100000,1900000,104.72,105263.16,2000000,2000000,INRES,INRES,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
1889,1889,130034788,29-05-2018,549417,29-05-2018,29-05-2018,29-05-2018,401007322,DO1005224329,MH12020,SIVEMG-034,10/7/2010,10/7/2020,DOP,SECUNDARIO,EXTRABURSATIL,OTC,CONTADO RF,16,153,100000,15300000,114.71,120804.25,18483050.35,18483050.35,VERTEX,VERTEX,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
1890,1890,130034788,29-05-2018,549437,29-05-2018,29-05-2018,29-05-2018,401007551,DO1002218324,LE040119,SIVEMBC255,4/1/2018,4/1/2019,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,0,5,10000,50000,100,10000,50000,50000,EXCEL,EXCEL,CONTADO,LIQUIDADA CONTADO,BANCO CENTRAL DE LA REPUBLICA DOMINICANA
1891,1891,130034788,29-05-2018,549441,29-05-2018,29-05-2018,29-05-2018,401007551,DO1002216427,CI230623,SIVEMBC231,23-06-2016,23-06-2023,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 1 RF,11,159,10000,1590000,11006.29,11006.29,1750000,1750000,JMMB,JMMB,CONTADO,LIQUIDADA CONTADO,BANCO CENTRAL DE LA REPUBLICA DOMINICANA
1892,1892,130034788,29-05-2018,549442,29-05-2018,29-05-2018,29-05-2018,401007322,USP3579EAG28,BSRD2027,SIVEMGC-071,20-03-2006,20-04-2027,USD,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 1 RF,8.625,81,1000,81000,1236.73,1236.73,100174.79,100174.79,JMMB,JMMB,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
1893,1893,130034788,29-05-2018,549443,29-05-2018,29-05-2018,29-05-2018,401007322,DO1005204412,MH12029,SIVEMGC186,6/7/2014,6/7/2029,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 1 RF,11.375,20,100000,2000000,109426.57,109426.57,2188531.46,2188531.46,JMMB,JMMB,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
1894,1894,130034788,29-05-2018,549444,29-05-2018,29-05-2018,29-05-2018,401007322,USP3579EBD87,BSRD2025,SIVEMGC198,27-01-2015,27-01-2025,USD,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 1 RF,5.5,87,1000,87000,1071.25,1071.25,93198.74,93198.74,JMMB,JMMB,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
1895,1895,130034788,29-05-2018,549262,29-05-2018,29-05-2018,29-05-2018,401007551,DO1002218324,LE040119,SIVEMBC255,4/1/2018,4/1/2019,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,0,197,10000,1970000,95.38,9538.07,1879000,1879000,EXCEL,EXCEL,CONTADO,LIQUIDADA CONTADO,BANCO CENTRAL DE LA REPUBLICA DOMINICANA
1896,1896,130034788,29-05-2018,549265,29-05-2018,29-05-2018,29-05-2018,101768835,DO2014303815,BC1DPP38,SIVEM106,30-06-2017,30-06-2027,USD,SECUNDARIO,EXTRABURSATIL,OTC,CONTADO RF,6.25,90792,1,90792,109.11,1.1,100000,100000,UNICA,UNICA,CONTADO,LIQUIDADA CONTADO,"DOMINICAN POWER PARTNERS, LDC"
1897,1897,130034788,29-05-2018,549266,29-05-2018,29-05-2018,29-05-2018,401007322,DO1005244525,CDEEE23,SIVEMGC-101,31-07-2012,31-07-2023,USD,SECUNDARIO,EXTRABURSATIL,OTC,CONTADO RF,7,691,1000,691000,113.5,1157.63,799922.42,799922.42,TIVALSA,IPSA,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
1898,1898,130034788,29-05-2018,549351,29-05-2018,29-05-2018,29-05-2018,401007322,DO1005204214,MH12024,SIVEMGC185,10/5/2014,10/5/2024,DOP,SECUNDARIO,EXTRABURSATIL,OTC,CONTADO RF,11.5,32,100000,3200000,115.03,115625,3700000,3700000,VERTEX,VERTEX,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
1899,1899,130034788,29-05-2018,549352,29-05-2018,29-05-2018,29-05-2018,101768835,DO2014301116,BC1DPP11,SIVEM106,31-03-2017,31-03-2027,USD,SECUNDARIO,EXTRABURSATIL,OTC,CONTADO RF,6.25,3795,1,3795,105.6,1.07,4046.32,4046.32,PRIMMA,PRIMMA,CONTADO,LIQUIDADA CONTADO,"DOMINICAN POWER PARTNERS, LDC"
1900,1900,130034788,29-05-2018,549353,29-05-2018,29-05-2018,29-05-2018,401007322,DO1005205310,MH32026,SIVEMGC224,6/5/2016,6/11/2026,DOP,SECUNDARIO,EXTRABURSATIL,OTC,CONTADO RF,11,293,100000,29300000,107.7,108397.85,31760570.25,31760570.25,TIVALSA,TIVALSA,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
1901,1901,130034788,29-05-2018,549354,29-05-2018,29-05-2018,29-05-2018,401007322,DO1005205112,MH22026,SIVEMGC224,14-01-2016,14-01-2026,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,10.875,45,100000,4500000,106.8,110817.93,4986806.66,4986806.66,ALPHA,ALPHA,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
1902,1902,130034788,29-05-2018,549356,29-05-2018,29-05-2018,29-05-2018,401007322,DO1005205112,MH22026,SIVEMGC224,14-01-2016,14-01-2026,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,10.875,16,100000,1600000,108.6,112617.44,1801879.01,1801879.01,ALPHA,ALPHA,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
1903,1903,130034788,29-05-2018,549358,29-05-2018,29-05-2018,29-05-2018,401007322,DO1005205112,MH22026,SIVEMGC224,14-01-2016,14-01-2026,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,10.875,32,100000,3200000,105.95,109975.48,3519215.2,3519215.2,ALPHA,ALPHA,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
1904,1904,130034788,29-05-2018,549363,29-05-2018,29-05-2018,29-05-2018,401007551,DO1002212020,CI300421,SIVEMBC177,30-04-2014,30-04-2021,DOP,SECUNDARIO,EXTRABURSATIL,OTC,CONTADO RF,14,3710,10000,37100000,113.26,11437.05,42431437.97,42431437.97,EXCEL,EXCEL,CONTADO,LIQUIDADA CONTADO,BANCO CENTRAL DE LA REPUBLICA DOMINICANA
1905,1905,130034788,28-05-2018,531990,27-04-2018,28-05-2018,28-05-2018,401007322,DO1005241125,MH12022,SIVEMGC-085,4/2/2012,4/2/2022,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,16.95,29,100000,2900000,99.64,98.69,3014115.62,3014115.62,INRES,INRES,PLAZO,LIQUIDADA PLAZO,MINISTERIO DE HACIENDA
1906,1906,130034788,28-05-2018,531992,27-04-2018,28-05-2018,28-05-2018,401007322,DO1005234526,MH12018,SIVEMGC-061,8/6/2011,8/6/2018,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,14,3,100000,300000,94.63,93.8,301080.33,301080.33,INRES,INRES,PLAZO,LIQUIDADA PLAZO,MINISTERIO DE HACIENDA
1907,1907,130034788,28-05-2018,532003,27-04-2018,28-05-2018,28-05-2018,401007322,DO1005244525,CDEEE23,SIVEMGC-101,31-07-2012,31-07-2023,USD,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,7,21,1000,21000,118.77,118.36,25326.47,25326.47,PRIMMA,PRIMMA,PLAZO,LIQUIDADA PLAZO,MINISTERIO DE HACIENDA
1908,1908,130034788,28-05-2018,532040,27-04-2018,28-05-2018,28-05-2018,401007322,DO1005234526,MH12018,SIVEMGC-061,8/6/2011,8/6/2018,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,14,14,100000,1400000,100.48,99.48,1484549.51,1484549.51,INRES,INRES,PLAZO,LIQUIDADA PLAZO,MINISTERIO DE HACIENDA
1909,1909,130034788,28-05-2018,532042,27-04-2018,28-05-2018,28-05-2018,401007322,DO1005204115,MH22019,SIVEMGC185,10/5/2014,10/5/2019,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,10.4,19,100000,1900000,103.63,108.46,2070480.03,2070480.03,INRES,INRES,PLAZO,LIQUIDADA PLAZO,MINISTERIO DE HACIENDA
1910,1910,130034788,28-05-2018,547118,28-05-2018,28-05-2018,28-05-2018,401007551,DO1002218324,LE040119,SIVEMBC255,4/1/2018,4/1/2019,DOP,SECUNDARIO,EXTRABURSATIL,OTC,CONTADO RF,0,52,10000,520000,96.15,9615.38,500000,500000,CCI,CCI,CONTADO,LIQUIDADA CONTADO,BANCO CENTRAL DE LA REPUBLICA DOMINICANA
1911,1911,130034788,28-05-2018,547121,28-05-2018,28-05-2018,28-05-2018,401007551,DO1002218324,LE040119,SIVEMBC255,4/1/2018,4/1/2019,DOP,SECUNDARIO,EXTRABURSATIL,OTC,CONTADO RF,0,42,10000,420000,95.24,9523.81,400000,400000,CCI,CCI,CONTADO,LIQUIDADA CONTADO,BANCO CENTRAL DE LA REPUBLICA DOMINICANA
1912,1912,130034788,28-05-2018,547124,28-05-2018,28-05-2018,28-05-2018,401007551,DO1002218324,LE040119,SIVEMBC255,4/1/2018,4/1/2019,DOP,SECUNDARIO,EXTRABURSATIL,OTC,CONTADO RF,0,314,10000,3140000,95.54,9554.14,3000000,3000000,CCI,CCI,CONTADO,LIQUIDADA CONTADO,BANCO CENTRAL DE LA REPUBLICA DOMINICANA
