...1,...2,ENV_RNC_SUPERVISADO,ENV_FECHA_ENVIO,OPERACION,FECHA_TRANSACCION,DATE_LIQUIDACION,DATE_LIQUIDACION_REAL,RNC_EMISOR,ISIN,SERIE,CODIGO_SIV,EMISION,VENCIMIENTO,MONEDA,MERCADO,NEGOCIACION,TIPO_OPERACION,SUB_OPERACION,TASA_INT_EMISION,UNIDAD_VALOR,VALOR_NOMINAL,CANT_VALOR_NOMINAL,PRECIO_LIMPIO,PRECIO_SUCIO,IMPORTE_BRUTO_LIQ,VALOR_TRANSADO,DEP_VENDEDOR,DEP_COMPRADOR,PARTE_OPERATION,ESTADO_OPERACION,EMISOR
500,500,130034788,7/5/2018,519445,4/4/2018,7/5/2018,7/5/2018,401007551,DO1002243926,CI050719,SIVEMBC-098,5/7/2012,5/7/2019,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,15,33,10000,330000,108.85,108.27,373835.14,373835.14,PRIMMA,PRIMMA,PLAZO,LIQUIDADA PLAZO,BANCO CENTRAL DE LA REPUBLICA DOMINICANA
501,501,130034788,7/5/2018,519488,4/4/2018,7/5/2018,7/5/2018,401007551,DO1002232721,CI290618,SIVEMBC-060,29-06-2011,29-06-2018,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,15.5,10,10000,100000,98.29,10300.34,103003.38,103003.38,PRIMMA,PRIMMA,PLAZO,LIQUIDADA PLAZO,BANCO CENTRAL DE LA REPUBLICA DOMINICANA
502,502,130034788,7/5/2018,519623,4/4/2018,7/5/2018,7/5/2018,401007322,DO1005204412,MH12029,SIVEMGC186,6/7/2014,6/7/2029,DOP,SECUNDARIO,EXTRABURSATIL,OTC,VENTA FOWARD RF,11.375,45,100000,4500000,109.33,113101.79,5089580.47,5089580.47,PCMDOM,PCMDOM,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
503,503,130034788,7/5/2018,519793,5/4/2018,7/5/2018,7/5/2018,401007322,DO1005234526,MH12018,SIVEMGC-061,8/6/2011,8/6/2018,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,14,96,100000,9600000,99.64,98.97,10053391.78,10053391.78,INRES,INRES,PLAZO,LIQUIDADA PLAZO,MINISTERIO DE HACIENDA
504,504,130034788,7/5/2018,520525,6/4/2018,7/5/2018,7/5/2018,401007322,DO1005204719,MH22022,SIVEMGC200,4/3/2015,4/3/2022,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 1 RF,10.375,202,100000,20200000,122.82,122.57,25125910.96,25125910.96,INRES,INRES,PLAZO,LIQUIDADA PLAZO,MINISTERIO DE HACIENDA
505,505,130034788,7/5/2018,520605,6/4/2018,7/5/2018,7/5/2018,401007322,DO1005234526,MH12018,SIVEMGC-061,8/6/2011,8/6/2018,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,14,19,100000,1900000,100.7,100.04,2010004.94,2010004.94,INRES,INRES,PLAZO,LIQUIDADA PLAZO,MINISTERIO DE HACIENDA
506,506,130034788,7/5/2018,520611,6/4/2018,7/5/2018,7/5/2018,401007322,DO1005234526,MH12018,SIVEMGC-061,8/6/2011,8/6/2018,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,14,24,100000,2400000,99.6,98.89,2511338.36,2511338.36,INRES,INRES,PLAZO,LIQUIDADA PLAZO,MINISTERIO DE HACIENDA
507,507,130034788,7/5/2018,520614,6/4/2018,7/5/2018,7/5/2018,401007322,DO1005204115,MH22019,SIVEMGC185,10/5/2014,10/5/2019,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,10.4,17,100000,1700000,101.69,101.35,1809157.31,1809157.31,INRES,INRES,PLAZO,LIQUIDADA PLAZO,MINISTERIO DE HACIENDA
508,508,130034788,7/5/2018,520625,6/4/2018,7/5/2018,7/5/2018,401007322,DO1005234526,MH12018,SIVEMGC-061,8/6/2011,8/6/2018,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,14,38,100000,3800000,100.7,99.96,4017292.06,4017292.06,INRES,INRES,PLAZO,LIQUIDADA PLAZO,MINISTERIO DE HACIENDA
509,509,130034788,7/5/2018,520629,6/4/2018,7/5/2018,7/5/2018,401007322,DO1005234526,MH12018,SIVEMGC-061,8/6/2011,8/6/2018,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,14,67,100000,6700000,101.41,100.77,7137326.55,7137326.55,INRES,INRES,PLAZO,LIQUIDADA PLAZO,MINISTERIO DE HACIENDA
510,510,130034788,7/5/2018,520632,6/4/2018,7/5/2018,7/5/2018,401007322,DO1005234526,MH12018,SIVEMGC-061,8/6/2011,8/6/2018,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,14,1,100000,100000,95.44,94.51,100262.44,100262.44,INRES,INRES,PLAZO,LIQUIDADA PLAZO,MINISTERIO DE HACIENDA
511,511,130034788,7/5/2018,520634,6/4/2018,7/5/2018,7/5/2018,401007322,DO1005234526,MH12018,SIVEMGC-061,8/6/2011,8/6/2018,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,14,48,100000,4800000,99.6,98.9,5023313.69,5023313.69,INRES,INRES,PLAZO,LIQUIDADA PLAZO,MINISTERIO DE HACIENDA
512,512,130034788,7/5/2018,520656,6/4/2018,7/5/2018,7/5/2018,401007322,DO1005205112,MH22026,SIVEMGC224,14-01-2016,14-01-2026,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,10.875,12,100000,1200000,114.22,114.01,1408501.65,1408501.65,ALPHA,ALPHA,PLAZO,LIQUIDADA PLAZO,MINISTERIO DE HACIENDA
513,513,130034788,7/5/2018,520680,6/4/2018,7/5/2018,7/5/2018,401007551,DO1002243926,CI050719,SIVEMBC-098,5/7/2012,5/7/2019,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,15,44,10000,440000,109.9,109.13,502250.68,502250.68,PRIMMA,PRIMMA,PLAZO,LIQUIDADA PLAZO,BANCO CENTRAL DE LA REPUBLICA DOMINICANA
514,514,130034788,7/5/2018,507168,8/3/2018,7/5/2018,7/5/2018,401007551,DO1002243223,CI190419,SIVEMBC-092,19-04-2012,19-04-2019,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 1 RF,15.5,262,10000,2620000,108.56,11567.08,3030575.34,3030575.34,IPSA,IPSA,PLAZO,LIQUIDADA PLAZO,BANCO CENTRAL DE LA REPUBLICA DOMINICANA
515,515,130034788,7/5/2018,509377,14-03-2018,7/5/2018,7/5/2018,401007551,DO1002235823,CI130718,SIVEMBC-065,13-07-2011,13-07-2018,DOP,SECUNDARIO,EXTRABURSATIL,OTC,VENTA FOWARD RF,15.5,27,10000,270000,101.41,10625.46,286887.31,286887.31,PARVA,PARVA,CONTADO,LIQUIDADA CONTADO,BANCO CENTRAL DE LA REPUBLICA DOMINICANA
516,516,130034788,7/5/2018,515672,27-03-2018,7/5/2018,7/5/2018,101768835,DO2014302619,BC1DPP26,SIVEM106,9/5/2017,9/5/2027,USD,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,6.25,54689,1,54689,108.75,108.35,60072.61,60072.61,UNICA,UNICA,PLAZO,LIQUIDADA PLAZO,"DOMINICAN POWER PARTNERS, LDC"
517,517,130034788,7/5/2018,515674,27-03-2018,7/5/2018,7/5/2018,101768835,DO2014302619,BC1DPP26,SIVEM106,9/5/2017,9/5/2027,USD,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,6.25,54689,1,54689,108.75,108.35,60072.61,60072.61,UNICA,UNICA,PLAZO,LIQUIDADA PLAZO,"DOMINICAN POWER PARTNERS, LDC"
518,518,130034788,7/5/2018,515687,27-03-2018,7/5/2018,7/5/2018,101768835,DO2014302619,BC1DPP26,SIVEM106,9/5/2017,9/5/2027,USD,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,6.25,50579,1,50579,108.75,108.41,55588.38,55588.38,UNICA,UNICA,PLAZO,LIQUIDADA PLAZO,"DOMINICAN POWER PARTNERS, LDC"
519,519,130034788,7/5/2018,515689,27-03-2018,7/5/2018,7/5/2018,101768835,DO2014302619,BC1DPP26,SIVEM106,9/5/2017,9/5/2027,USD,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,6.25,50579,1,50579,108.75,108.41,55588.38,55588.38,UNICA,UNICA,PLAZO,LIQUIDADA PLAZO,"DOMINICAN POWER PARTNERS, LDC"
520,520,130034788,7/5/2018,516203,28-03-2018,7/5/2018,7/5/2018,401007322,DO1005205112,MH22026,SIVEMGC224,14-01-2016,14-01-2026,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,10.875,30,100000,3000000,108.87,108.45,3354493.33,3354493.33,UNICA,UNICA,PLAZO,LIQUIDADA PLAZO,MINISTERIO DE HACIENDA
521,521,130034788,7/5/2018,516822,28-03-2018,7/5/2018,7/5/2018,101768835,DO2014302619,BC1DPP26,SIVEM106,9/5/2017,9/5/2027,USD,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,6.25,20131,1,20131,108.74,108.36,22114.35,22114.35,UNICA,UNICA,PLAZO,LIQUIDADA PLAZO,"DOMINICAN POWER PARTNERS, LDC"
522,522,130034788,7/5/2018,516828,28-03-2018,7/5/2018,7/5/2018,101567147,DO2006803525,BC5PAR08,SIVEM102,22-05-2017,22-05-2021,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,10.15,1464,1,1464,99.98,99.17,1519.4,1519.4,UNICA,UNICA,PLAZO,LIQUIDADA PLAZO,"PARALLAX VALORES PUESTO DE BOLSA, S.A."
523,523,130034788,7/5/2018,516831,28-03-2018,7/5/2018,7/5/2018,101567147,DO2006803624,BC5PAR09,SIVEM102,22-05-2017,22-05-2021,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,10.15,390321,1,390321,99.98,99.17,405091.26,405091.26,UNICA,UNICA,PLAZO,LIQUIDADA PLAZO,"PARALLAX VALORES PUESTO DE BOLSA, S.A."
524,524,130034788,7/5/2018,519298,4/4/2018,7/5/2018,7/5/2018,401007551,DO1002243926,CI050719,SIVEMBC-098,5/7/2012,5/7/2019,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,15,16,10000,160000,110.16,109.56,183324.58,183324.58,PRIMMA,PRIMMA,PLAZO,LIQUIDADA PLAZO,BANCO CENTRAL DE LA REPUBLICA DOMINICANA
525,525,130034788,7/5/2018,519300,4/4/2018,7/5/2018,7/5/2018,401007551,DO1002243926,CI050719,SIVEMBC-098,5/7/2012,5/7/2019,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,15,82,10000,820000,109.92,109.39,938142.07,938142.07,PRIMMA,PRIMMA,PLAZO,LIQUIDADA PLAZO,BANCO CENTRAL DE LA REPUBLICA DOMINICANA
526,526,130034788,7/5/2018,493136,6/2/2018,7/5/2018,7/5/2018,401007322,DO1005205112,MH22026,SIVEMGC224,14-01-2016,14-01-2026,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,10.875,85,100000,8500000,112.76,111.61,9772741.01,9772741.01,ALPHA,ALPHA,PLAZO,LIQUIDADA PLAZO,MINISTERIO DE HACIENDA
527,527,130034788,7/5/2018,493168,6/2/2018,7/5/2018,7/5/2018,401007322,USP3579EAG28,BSRD2027,SIVEMGC-071,20-03-2006,20-04-2027,USD,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,8.625,6,1000,6000,1166.67,1172.42,7034.52,7034.52,JMMB,JMMB,PLAZO,LIQUIDADA PLAZO,MINISTERIO DE HACIENDA
528,528,130034788,7/5/2018,493173,6/2/2018,7/5/2018,7/5/2018,401007322,DO1005205914,MH22023,SIVEMGC242,7/4/2017,7/4/2023,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 1 RF,10.5,17,100000,1700000,114.14,118.36,2026726.19,2026726.19,INRES,INRES,PLAZO,LIQUIDADA PLAZO,MINISTERIO DE HACIENDA
529,529,130034788,7/5/2018,493187,6/2/2018,7/5/2018,7/5/2018,401007551,DO1002235823,CI130718,SIVEMBC-065,13-07-2011,13-07-2018,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,15.5,6,10000,60000,103.5,10632.67,63796.02,63796.02,EXCEL,EXCEL,PLAZO,LIQUIDADA PLAZO,BANCO CENTRAL DE LA REPUBLICA DOMINICANA
530,530,130034788,7/5/2018,498237,16-02-2018,7/5/2018,7/5/2018,101768835,DO2014302619,BC1DPP26,SIVEM106,9/5/2017,9/5/2027,USD,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,6.25,11123,1,11123,108.81,108.07,12186.71,12186.71,UNICA,UNICA,PLAZO,LIQUIDADA PLAZO,"DOMINICAN POWER PARTNERS, LDC"
531,531,130034788,7/5/2018,498255,16-02-2018,7/5/2018,7/5/2018,401007322,DO1005205419,MH42026,SIVEMGC224,4/6/2016,4/12/2026,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,11,44,100000,4400000,113.98,113.35,5191793.81,5191793.81,ALPHA,ALPHA,PLAZO,LIQUIDADA PLAZO,MINISTERIO DE HACIENDA
532,532,130034788,7/5/2018,502971,28-02-2018,7/5/2018,7/5/2018,401007322,DO1005205617,MH12027,SIVEMGC224,5/8/2016,5/2/2027,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,11.25,108,100000,10800000,115.03,114.45,12663009.69,12663009.69,ALPHA,ALPHA,PLAZO,LIQUIDADA PLAZO,MINISTERIO DE HACIENDA
533,533,130034788,7/5/2018,505728,6/3/2018,7/5/2018,7/5/2018,401007322,DO1005204214,MH12024,SIVEMGC185,10/5/2014,10/5/2024,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 1 RF,11.5,31,100000,3100000,112.87,117750.45,3650263.84,3650263.84,IPSA,IPSA,PLAZO,LIQUIDADA PLAZO,MINISTERIO DE HACIENDA
534,534,130034788,7/5/2018,506070,6/3/2018,7/5/2018,7/5/2018,401007551,DO1002243223,CI190419,SIVEMBC-092,19-04-2012,19-04-2019,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 1 RF,15.5,637,10000,6370000,108.74,11580.66,7376880,7376880,IPSA,IPSA,PLAZO,LIQUIDADA PLAZO,BANCO CENTRAL DE LA REPUBLICA DOMINICANA
535,535,130034788,7/5/2018,506132,6/3/2018,7/5/2018,7/5/2018,401007322,DO1005244525,CDEEE23,SIVEMGC-101,31-07-2012,31-07-2023,USD,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,7,12,1000,12000,125.1,124.3,15137.47,15137.47,CCI,CCI,PLAZO,LIQUIDADA PLAZO,MINISTERIO DE HACIENDA
536,536,130034788,7/5/2018,506305,7/3/2018,7/5/2018,7/5/2018,401007322,DO1005224329,MH12020,SIVEMG-034,10/7/2010,10/7/2020,DOP,SECUNDARIO,EXTRABURSATIL,OTC,VENTA FOWARD RF,16,35,100000,3500000,117.56,122689.34,4294126.96,4294126.96,VERTEX,VERTEX,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
537,537,130034788,7/5/2018,506463,7/3/2018,7/5/2018,7/5/2018,401007322,DO1005244525,CDEEE23,SIVEMGC-101,31-07-2012,31-07-2023,USD,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,7,2,1000,2000,116.83,116.01,2357.07,2357.07,PRIMMA,PRIMMA,PLAZO,LIQUIDADA PLAZO,MINISTERIO DE HACIENDA
538,538,130034788,7/5/2018,506533,7/3/2018,7/5/2018,7/5/2018,101768835,DO2014302619,BC1DPP26,SIVEM106,9/5/2017,9/5/2027,USD,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,6.25,20059,1,20059,108.78,108.15,21991.84,21991.84,UNICA,UNICA,PLAZO,LIQUIDADA PLAZO,"DOMINICAN POWER PARTNERS, LDC"
539,539,130034788,7/5/2018,506535,7/3/2018,7/5/2018,7/5/2018,101567147,DO2006803327,BC5PAR06,SIVEM102,22-05-2017,22-05-2021,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,10.15,58302,1,58302,99.97,99.77,60858.79,60858.79,UNICA,UNICA,PLAZO,LIQUIDADA PLAZO,"PARALLAX VALORES PUESTO DE BOLSA, S.A."
540,540,130034788,7/5/2018,506584,7/3/2018,7/5/2018,7/5/2018,101768835,DO2014303310,BC1DPP33,SIVEM106,30-06-2017,30-06-2027,USD,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,6.25,2000,1,2000,1.18,1.18,2357.85,2357.85,JMMB,JMMB,PLAZO,LIQUIDADA PLAZO,"DOMINICAN POWER PARTNERS, LDC"
541,541,130034788,7/5/2018,506595,7/3/2018,7/5/2018,7/5/2018,401007551,DO1002243124,CI150319,SIVEMBC-091,15-03-2012,15-03-2019,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 1 RF,15.5,1483,10000,14830000,108.63,11718.29,17378220.27,17378220.27,IPSA,IPSA,PLAZO,LIQUIDADA PLAZO,BANCO CENTRAL DE LA REPUBLICA DOMINICANA
542,542,130034788,7/5/2018,506938,8/3/2018,7/5/2018,7/5/2018,401007322,DO1005205112,MH22026,SIVEMGC224,14-01-2016,14-01-2026,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,10.875,54,100000,5400000,109.47,108.68,6050603.33,6050603.33,ALPHA,ALPHA,PLAZO,LIQUIDADA PLAZO,MINISTERIO DE HACIENDA
543,543,130034788,7/5/2018,506953,8/3/2018,7/5/2018,7/5/2018,401007322,DO1005206011,MH12032,SIVEMGC243,5/3/2017,5/3/2032,DOP,SECUNDARIO,EXTRABURSATIL,OTC,VENTA FOWARD RF,12,15,100000,1500000,118.29,120360.84,1805412.64,1805412.64,VERTEX,VERTEX,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
544,544,130034788,7/5/2018,506965,8/3/2018,7/5/2018,7/5/2018,401007322,DO1005205112,MH22026,SIVEMGC224,14-01-2016,14-01-2026,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,10.875,2,100000,200000,98.93,98.29,203320.75,203320.75,ALPHA,ALPHA,PLAZO,LIQUIDADA PLAZO,MINISTERIO DE HACIENDA
545,545,130034788,7/5/2018,506982,8/3/2018,7/5/2018,7/5/2018,401007551,DO1002232523,CI180518,SIVEMBC-058,18-05-2011,18-05-2018,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 1 RF,15.5,28,10000,280000,102.47,10823.48,303057.53,303057.53,IPSA,IPSA,PLAZO,LIQUIDADA PLAZO,BANCO CENTRAL DE LA REPUBLICA DOMINICANA
546,546,130034788,7/5/2018,507068,8/3/2018,7/5/2018,7/5/2018,401007322,DO1005205112,MH22026,SIVEMGC224,14-01-2016,14-01-2026,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,10.875,41,100000,4100000,108.68,108.14,4571712.86,4571712.86,ALPHA,ALPHA,PLAZO,LIQUIDADA PLAZO,MINISTERIO DE HACIENDA
547,547,130034788,7/5/2018,534334,3/5/2018,7/5/2018,7/5/2018,101768835,DO2014302213,BC1DPP22,SIVEM106,9/5/2017,9/5/2027,USD,SECUNDARIO,BURSATIL,BVRD,CONTADO RF,6.25,6347,1,6347,108.3,1.1,6968.14,6968.14,JMMB,BHDVAL,CONTADO,LIQUIDADA CONTADO,"DOMINICAN POWER PARTNERS, LDC"
548,548,130034788,7/5/2018,534335,3/5/2018,7/5/2018,7/5/2018,101768835,DO2014303310,BC1DPP33,SIVEM106,30-06-2017,30-06-2027,USD,SECUNDARIO,BURSATIL,BVRD,CONTADO RF,6.25,413,1,413,108.38,1.09,450.3,450.3,CCI,BHDVAL,CONTADO,LIQUIDADA CONTADO,"DOMINICAN POWER PARTNERS, LDC"
549,549,130034788,7/5/2018,534336,3/5/2018,7/5/2018,7/5/2018,101768835,DO2014304219,BC1DPP42,SIVEM106,17-08-2017,17-08-2027,USD,SECUNDARIO,BURSATIL,BVRD,CONTADO RF,6,51000,1,51000,106.66,1.08,55056.86,55056.86,JMMB,BHDVAL,CONTADO,LIQUIDADA CONTADO,"DOMINICAN POWER PARTNERS, LDC"
550,550,130034788,7/5/2018,534337,3/5/2018,7/5/2018,7/5/2018,101768835,DO2014302510,BC1DPP25,SIVEM106,9/5/2017,9/5/2027,USD,SECUNDARIO,BURSATIL,BVRD,CONTADO RF,6.25,8270,1,8270,108.3,1.1,9079.33,9079.33,JMMB,BHDVAL,CONTADO,LIQUIDADA CONTADO,"DOMINICAN POWER PARTNERS, LDC"
551,551,130034788,7/5/2018,534338,3/5/2018,7/5/2018,7/5/2018,101768835,DO2014300514,BC1DPP05,SIVEM106,3/2/2017,3/2/2027,USD,SECUNDARIO,BURSATIL,BVRD,CONTADO RF,6.25,10000,1,10000,108.87,1.09,10893.35,10893.35,JMMB,BHDVAL,CONTADO,LIQUIDADA CONTADO,"DOMINICAN POWER PARTNERS, LDC"
552,552,130034788,7/5/2018,534339,3/5/2018,7/5/2018,7/5/2018,101768835,DO2014301918,BC1DPP19,SIVEM106,31-03-2017,31-03-2027,USD,SECUNDARIO,BURSATIL,BVRD,CONTADO RF,6.25,9694,1,9694,108.21,1.09,10551.75,10551.75,JMMB,BHDVAL,CONTADO,LIQUIDADA CONTADO,"DOMINICAN POWER PARTNERS, LDC"
553,553,130034788,7/5/2018,534340,3/5/2018,7/5/2018,7/5/2018,101768835,DO2014304110,BC1DPP41,SIVEM106,17-08-2017,17-08-2027,USD,SECUNDARIO,BURSATIL,BVRD,CONTADO RF,6,20000,1,20000,106.66,1.08,21590.93,21590.93,JMMB,BHDVAL,CONTADO,LIQUIDADA CONTADO,"DOMINICAN POWER PARTNERS, LDC"
554,554,130034788,7/5/2018,534430,3/5/2018,7/5/2018,7/5/2018,401007322,USP3579EBV85,BSDR2027,SIVEMGC240,25-01-2017,25-01-2027,USD,SECUNDARIO,EXTRABURSATIL,MHRD,CONTADO RF,5.95,150,1000,150000,101.69,1033.74,155061.5,155061.5,BRESERVA,BHDVAL,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
555,555,130034788,7/5/2018,534472,3/5/2018,7/5/2018,7/5/2018,401007322,USP3579EAS65,BSRD2024,SIVEMGC-149,18-04-2013,18-04-2024,USD,SECUNDARIO,EXTRABURSATIL,OTC,CONTADO RF,5.875,5,1000,5000,102.94,1032.52,5162.6,5162.6,PARVA,PARVA,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
556,556,130034788,7/5/2018,534476,3/5/2018,7/5/2018,7/5/2018,401007322,DO1005206011,MH12032,SIVEMGC243,5/3/2017,5/3/2032,DOP,SECUNDARIO,EXTRABURSATIL,OTC,CONTADO RF,12,561,100000,56100000,117.76,119826.33,67222572.74,67222572.74,BBHD,BHDVAL,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
557,557,130034788,7/5/2018,535057,4/5/2018,7/5/2018,7/5/2018,401007322,DO1005205112,MH22026,SIVEMGC224,14-01-2016,14-01-2026,DOP,SECUNDARIO,EXTRABURSATIL,OTC,CONTADO RF,10.875,32,100000,3200000,121.63,125000,4000000,4000000,TIVALSA,TIVALSA,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
558,558,130034788,7/5/2018,535058,4/5/2018,7/5/2018,7/5/2018,401007322,DO1005205112,MH22026,SIVEMGC224,14-01-2016,14-01-2026,DOP,SECUNDARIO,EXTRABURSATIL,OTC,CONTADO RF,10.875,33,100000,3300000,118.76,122128.35,4030235.62,4030235.62,TIVALSA,TIVALSA,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
559,559,130034788,7/5/2018,535059,4/5/2018,7/5/2018,7/5/2018,401007322,DO1005205112,MH22026,SIVEMGC224,14-01-2016,14-01-2026,DOP,SECUNDARIO,EXTRABURSATIL,OTC,CONTADO RF,10.875,32,100000,3200000,121.63,125000,4000000,4000000,TIVALSA,TIVALSA,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
560,560,130034788,7/5/2018,535066,4/5/2018,7/5/2018,7/5/2018,401007551,DO1002212822,NB300721,SIVEMBC188,30-07-2014,30-07-2021,DOP,SECUNDARIO,EXTRABURSATIL,OTC,CONTADO RF,11,1132,10000,11320000,108.37,11129.15,12598202.05,12598202.05,TIVALSA,TIVALSA,CONTADO,LIQUIDADA CONTADO,BANCO CENTRAL DE LA REPUBLICA DOMINICANA
561,561,130034788,7/5/2018,535067,4/5/2018,7/5/2018,7/5/2018,401007551,DO1002212822,NB300721,SIVEMBC188,30-07-2014,30-07-2021,DOP,SECUNDARIO,EXTRABURSATIL,OTC,CONTADO RF,11,1123,10000,11230000,108.39,11130.9,12500000,12500000,TIVALSA,TIVALSA,CONTADO,LIQUIDADA CONTADO,BANCO CENTRAL DE LA REPUBLICA DOMINICANA
562,562,130034788,7/5/2018,535075,4/5/2018,7/5/2018,7/5/2018,401007322,DO1005206011,MH12032,SIVEMGC243,5/3/2017,5/3/2032,DOP,SECUNDARIO,EXTRABURSATIL,OTC,CONTADO RF,12,203,100000,20300000,122.15,124219.58,25216575.34,25216575.34,TIVALSA,TIVALSA,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
563,563,130034788,7/5/2018,521033,6/4/2018,7/5/2018,7/5/2018,401007322,DO1005204115,MH22019,SIVEMGC185,10/5/2014,10/5/2019,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,10.4,25,100000,2500000,107.81,107.43,2812461.15,2812461.15,INRES,INRES,PLAZO,LIQUIDADA PLAZO,MINISTERIO DE HACIENDA
564,564,130034788,7/5/2018,521071,6/4/2018,7/5/2018,7/5/2018,401007322,DO1005204115,MH22019,SIVEMGC185,10/5/2014,10/5/2019,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,10.4,3,100000,300000,95.77,95.05,300375.46,300375.46,INRES,INRES,PLAZO,LIQUIDADA PLAZO,MINISTERIO DE HACIENDA
565,565,130034788,7/5/2018,521089,6/4/2018,7/5/2018,7/5/2018,401007322,DO1005241125,MH12022,SIVEMGC-085,4/2/2012,4/2/2022,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,16.95,4,100000,400000,122.17,121.12,501558.49,501558.49,INRES,INRES,PLAZO,LIQUIDADA PLAZO,MINISTERIO DE HACIENDA
